bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,registration_year,insurance_validity,fuel_type,seats,rto,ownership,engine_displacement,year_of_manufacture,Features,mileage,engine,max_power,torque,dimensions,miscellaneous,wheel_size
SUV,"80,000",Manual,1,1st Owner,Tata,Tata Nexon,2021,7389,XZ Plus DualTone Roof (O),₹ 11.50 Lakh,2021,Third Party insurance,Petrol,5,,First Owner,1199 cc,2021.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",17.57 kmpl,"Gray, 1.2l Turbocharged Revotron Engine, 1199, 118.36bhp@5500rpm, 170nm@1750-4000rpm, 3, 4, Yes",118.36bhp,170nm,"3993, 1811, 1606, 2498, 1375","6-Speed, 5, 5.1, Disc, Drum, Tubeless, Radial, 16, 5, 350",16
Hatchback,"90,000",Manual,2,2nd Owner,Hyundai,Hyundai i20,2015,1606,Sportz Option 1.2,₹ 6.25 Lakh,Apr 2015,Comprehensive,Petrol,5,KA03,Second Owner,1197 cc,2015.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",18.6 kmpl,"Maroon, Kappa VTVT Petrol Engine, 1197, 81.83bhp@6000rpm, 114.7Nm@4000rpm, 4, 4, DOHC, MPFI, No, No",81.83bhp,114.7Nm,"3985mm, 1734mm, 1505mm, 2570mm, 1505mm, 1503mm, 1066kg","5 Speed, FWD, 5, Power, 5.2 metres, Disc, Drum, 170 Kmph, 13.2 Seconds, Tubeless, 16, 5, 295-litres",16
Sedan,"90,000",Automatic,4,4th Owner,Mercedes-Benz,Mercedes-Benz E-Class,2011,4615,E250 CDI Blue Efficiency,₹ 10 Lakh,2011,Third Party insurance,Diesel,5,KA04,Fourth Owner,2143 cc,2011.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",14.21 kmpl,"Others, 4-in-line, 2143, 203bhp@4200rpm, 500Nm@1600-1800rpm, 4, 4, 16.2+/-2:1, Yes, No",203bhp,500Nm,"4868mm, 1854mm, 1471mm, 2874mm, 1585mm, 1604mm, 1800kg, 2280kg","5 Speed, Rear Wheel Drive with ESP, 5, Power, 5.6 metres, Ventilated Disc, Ventilated Disc, 242km/hr, 7.5 Seconds, Tubeless,Radial, 17, 4, 540-litre",17
Sedan,"1,20,000",Manual,1,1st Owner,Toyota,Toyota Corolla Altis,2011,2155,Diesel D4DG,₹ 6 Lakh,2011,Third Party insurance,Diesel,5,,First Owner,1364 cc,2011.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",21.43 kmpl,"Silver, SOHC D-4D Diesel Engine, 1364, 87.2bhp@3800rpm, 205Nm@1800-2800rpm, 4, 4, SOHC, Common Rail, Yes, No",87.2bhp,205Nm,"4620mm, 1776mm, 1475mm, 2700mm, 1530mm, 1535mm, 1340","6 Speed, FWD, 5, Power, 5.3 meters, Ventilated Disc, Solid Disc, Tubeless,Radial, 15, 4, 475-litres",15
Sedan,"25,170",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2015,10246,ZXI,₹ 6.75 Lakh,Jul 2015,Third Party,Petrol,5,KA41,First Owner,1197 cc,2015.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",22.41 kmpl,"Blue, 1197, 88.50bhp@6000rpm, 113Nm@4400rpm, 4, 4",88.50bhp,113Nm,"3995mm, 1735, 1515, 160, 2450, 880-915, 1335","5 Speed, 5, Electric, 4.8, Disc, Drum, Tubeless, Radial, 15, 4, 378",15
Sedan,"25,022",Manual,1,1st Owner,Maruti,Maruti Ciaz,2021,7408,Delta BSVI,₹ 8.93 Lakh,Apr 2021,Comprehensive,Petrol,5,KA01,First Owner,1462 cc,2021.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",20.65 kmpl,"Others, K15 Smart Hybrid Petrol Engine, 1462, 103.25bhp@6000rpm, 138Nm@4400rpm, 4, 4, DOHC, 74 x 85",103.25bhp,138Nm,"4490, 1730, 1485, 2650, 1105, 1520","5 Speed, FWD, 5, Power, 5.4, Ventilated Disc, Drum, Tubeless, Radial, 15, 4, 510",15
Hatchback,"1,00,000",Manual,2,2nd Owner,Maruti,Maruti Swift,2012,4200,RS VDI,₹ 4.20 Lakh,2012,Third Party insurance,Diesel,5,KA04,Second Owner,1248 cc,2012.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks",22.9 kmpl,"Others, DDiS Diesel Engine, 1248, 74bhp@4000rpm, 190Nm@2000rpm, 4, 4, DOHC, CRDI, 69.6 X 82 mm, 17.6:1, Yes, No",74bhp,190Nm,"3850mm, 1695mm, 1530mm, 2430mm, 1485mm, 1495mm, 1060kg, 1505kg","5 Speed, FWD, 5, Power, 4.8 metres, Ventilated Disc, Drum, 158km/hr, 13.75 Seconds, Tubeless,Radial, 14, 5, 232-litres",14
Sedan,"26,367",Manual,1,1st Owner,Maruti,Maruti Ciaz,2020,7408,Delta BSVI,₹ 9.41 Lakh,Mar 2020,Zero Dep,Petrol,5,KA51,First Owner,1462 cc,2020.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",20.65 kmpl,"Others, K15 Smart Hybrid Petrol Engine, 1462, 103.25bhp@6000rpm, 138Nm@4400rpm, 4, 4, DOHC, 74 x 85",103.25bhp,138Nm,"4490, 1730, 1485, 2650, 1105, 1520","5 Speed, FWD, 5, Power, 5.4, Ventilated Disc, Drum, Tubeless, Radial, 15, 4, 510",15
Sedan,"76,567",Automatic,2,2nd Owner,Hyundai,Hyundai Elantra,2015,1472,SX AT,₹ 6.30 Lakh,May 2015,Zero Dep,Petrol,5,KA51,Second Owner,1797 cc,2015.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",14.5 kmpl,"Silver, Dual VTVT Petrol Engine, 1797, 147.5bhp@6500rpm, 177.5Nm@4700rpm, 4, 4, DOHC, Multipoint Injection, 81.0mm X 87.2mm, 10.3:1, No, No",147.5bhp,177.5Nm,"4530mm, 1775mm, 1470mm, 2700mm, 1569mm, 1582mm, 1329kg, 1640kg","6 Speed, FWD, 5, Power, 5.3 metres, Disc, Disc, 191km/hr, 12.07 Seconds, Tubeless,Radial, 16, 4, 420-litres",16
MUV,"1,20,000",Manual,2,2nd Owner,Toyota,Toyota Innova,2013,2275,2.5 VX (Diesel) 7 Seater BS IV,₹ 12.75 Lakh,2013,Third Party insurance,Diesel,7,,Second Owner,2494 cc,2013.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",12.99 kmpl,"Others, 2KD-FTV Diesel Engine, 2494, 100.6bhp@3600rpm, 200Nm@1200-3600rpm, 4, 4, DOHC, CRDi, Yes, No",100.6bhp,200Nm,"4585mm, 1765mm, 1760mm, 2750mm, 1510mm, 1510mm, 1680kg, 2300kg","5 Speed, RWD, 7, Power, 5.4 metres, Ventilated Disc, Drum, 155 Kmph, 13.3 Seconds, Tubeless,Radial, 15, 5, 300-litres",15
Hatchback,"36,459",Automatic,2,2nd Owner,Hyundai,Hyundai Grand i10,2015,1544,AT Asta,₹ 5.25 Lakh,Jul 2015,Comprehensive,Petrol,5,KA03,Second Owner,1197 cc,2015.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks, Cd Player",18.9 kmpl,"Red, Kappa VTVT Petrol Engine, 1197, 82bhp@6000rpm, 114Nm@4000rpm, 4, 4, DOHC, MPFI, No, No",82bhp,114Nm,"3765mm, 1660mm, 1520mm, 2425mm, 1479mm, 1493mm, 935kg","4 Speed, FWD, 5, Power, 4.8 metres, Disc, Drum, 163 Kmph, 14.9 Seconds, Tubeless, 14, 5, 256-liters",14
SUV,"93,725",Manual,1,1st Owner,Maruti,Maruti SX4 S Cross,2016,4276,DDiS 200 Delta,₹ 7.50 Lakh,Dec 2016,Comprehensive,Diesel,5,KA04,First Owner,1248 cc,2016.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Cd Player",23.65 kmpl,"Grey, DDiS 200 Diesel Engine, 1248, 88.5bhp@4000rpm, 200Nm@1750rpm, 4, 4, DOHC, 69.6 x 82 mm, Yes, No",88.5bhp,200Nm,"4300mm, 1785mm, 1595mm, 2600mm, 1220Kg, 1670kg","5 Speed, FWD, 5, Power, 5.2 meters, Ventilated Disc, Solid Disc, 160 Kmph, 13.5 Seconds, Tubeless,Radial, 5, 353-litres",
Sedan,"1,15,599",Automatic,2,2nd Owner,Maruti,Maruti Ciaz,2016,4000,AT ZXi Plus,₹ 6.32 Lakh,Nov 2016,Comprehensive,Petrol,5,KA03,Second Owner,1373 cc,2016.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",19.12 kmpl,"Silver, k14B VVT Engine, 1373, 91.1bhp@6000rpm, 130Nm@4000rpm, 4, 4, DOHC, MPFI, 73 x 82mm, 10.1:1, No, No",91.1bhp,130Nm,"4490mm, 1730mm, 1485mm, 2650mm, 1495mm, 1505mm, 1030kg, 1490kg","4 Speed, FWD, 5, Power, 5.4 metres, Ventilated Disc, Drum, 190 kmph, 14 Seconds, Tubeless, Radial, 16, 4, 510-litres",16
Sedan,"43,469",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2015,10246,ZXI,₹ 6.45 Lakh,Mar 2016,Zero Dep,Petrol,5,KA52,First Owner,1197 cc,2015.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",22.41 kmpl,"Red, 1197, 88.50bhp@6000rpm, 113Nm@4400rpm, 4, 4",88.50bhp,113Nm,"3995mm, 1735, 1515, 160, 2450, 880-915, 1335","5 Speed, 5, Electric, 4.8, Disc, Drum, Tubeless, Radial, 15, 4, 378",15
Sedan,"70,000",Manual,4,4th Owner,Ford,Ford Ikon,2005,1091,1.3 Flair,₹ 5 Lakh,2005,Third Party insurance,Petrol,5,,Fourth Owner,1299 cc,2005.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Cassette Player",13.8 kmpl,"Others, In-Line Engine, 1299, 70 @ 5,500 (PS@rpm), 10.7 @ 2,500 (kgm@rpm), 4, 2, SOHC, SEFI, 75.0 x 55.0 mm, 10.2:1, No, No",70 ,10.7 ,"4,140 mm, 1,634 mm, 1,379 mm, 2,486 mm, 1040","5 Speed, FWD, 5, Power, 4.9 m, Ventilated Disc, Drum, 157 kmph, 14.5 seconds, Tubeless,Radial, 13, 4, 400 litres",13
SUV,"77,000",Automatic,2,2nd Owner,BMW,BMW X5,2019,6940,xDrive 30d xLine,₹ 67.95 Lakh,Jun 2019,Comprehensive,Diesel,5,KA05,Second Owner,2993 cc,2019.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",13.38 kmpl,"White, TwinPower Turbo 6-cylinder engine, 2993, 261.50bhp@4000rpm, 620Nm@1500-2500rpm, 6, 4, Twin, No",261.50bhp,620Nm,"4922 mm, 2218 mm, 1745 mm, 2975 mm, 1666 mm, 1686 mm, 2060","8-Speed Steptronic, AWD, 5, Power, Disc, Disc, 6.5, Tubeless, Runflat, 20, 5",20
SUV,"1,00,000",Manual,1,1st Owner,Maruti,Maruti Vitara Brezza,2018,4302,LDi,₹ 8.50 Lakh,Aug 2018,Comprehensive,Diesel,5,KA51,First Owner,1248 cc,2018.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",24.3 kmpl,"Red, DDiS 200 Diesel Engine, 1248, 88.5bhp@4000rpm, 200Nm@1750rpm, 4, 4, DOHC, CRDi, 69.6 X 82 mm, Yes, No",88.5bhp,200Nm,"3995mm, 1790mm, 1640mm, 2500mm, 1175kg, 1680kg","5 Speed, FWD, 5, Power, 5.2 meters, Ventilated Disc, Drum, 172 kmph, 44.04m, Tubeless,Radial, 5, 328-litres",
Sedan,"72,000",Manual,1,1st Owner,Mitsubishi,Mitsubishi Cedia,2008,3380,Spirit,₹ 2.99 Lakh,Oct 2008,Third Party insurance,Petrol,5,KA51,First Owner,1999 cc,2008.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",14.7 kmpl,"Silver, In-Line Engine, 1999, 115 @ 5,250 (PS@rpm), 17.8 @ 4,250 (kgm@rpm), 4, 4, SOHC, MPFI, 81.5 x 95.8 mm, 9.5 : 1, No, No",115 ,17.8 ,"4480mm, 1695mm, 1455mm, 2600mm, 1470mm, 1470mm, 1210kg, 1670kg","5 Speed, 5, Power, 4.9 m, Ventilated Disc, Disc, 180 kmph, 10.5 seconds, Tubeless,Radial, 15, 4, 430 litres",15
Sedan,"77,000",Automatic,1,1st Owner,Jaguar,Jaguar XF,2013,5006,2.2 Litre Luxury,₹ 20.95 Lakh,Jun 2013,Comprehensive,Diesel,5,KA51,First Owner,2179 cc,2013.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",16.36 kmpl,"Blue, Diesel Engine , 2179, 187.7bhp@3500rpm, 450Nm@2000rpm, 4, 4, DOHC, Direct Injection, Yes, No",187.7bhp,450Nm,"4961mm, 1877mm, 1460mm, 2909mm, 1559mm, 1605mm, 1780kg, 2320kg","8 Speed, RWD, 5, Power, 5.75 metres, Disc, Disc, 225 Kmph, 8.5 Seconds, Tubeless,Radial, 20, 4, 540-litres",20
SUV,"87,101",Automatic,1,1st Owner,Audi,Audi Q7,2013,121,3.0 TDI quattro,₹ 28 Lakh,Oct 2013,Comprehensive,Diesel,7,KA51,First Owner,2967 cc,2013.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",12.07 kmpl,"White, V-Type Diesel Engine, 2967, 241.4bhp@3800-4400rpm, 550Nm@1750-2750rpm, 6, 4, DOHC, CRDI, Yes, No",241.4bhp,550Nm,"5089mm, 2177mm, 1737mm, 3002mm, 1651mm, 1681mm, 2345kg, 2995kg","8 Speed Tiptronic, AWD, 7, Power, 6.0 metres, Ventilated Disc, Ventilated Disc, 215 Kmph, 7.8 Seconds, Tubeless,Radial, 18, 5, 330-litres",18
Hatchback,"40,771",Manual,2,2nd Owner,Volkswagen,Volkswagen Polo,2021,7745,1.0 TSI Highline Plus,₹ 9.99 Lakh,Jan 2021,Third Party,Petrol,5,KA19,Second Owner,999 cc,2021.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",18.24 kmpl,"Silver, 1.0L TSI Petrol, 999, 108.62bhp@5000-5500rpm, 175nm@1750-4000rpm, 3, 4, DOHC, TSI, 74.5x76.4 mm, 10.5:1, Yes, No",108.62bhp,175nm,"3971mm, 1682mm, 1469mm, 2470mm, 1457mm, 1500mm, 1072Kg, 1530","6 Speed, FWD, 5, Electronic, 4.9, Disc, Drum, Tubeless,Radial, R16, 5, 280",R16
Hatchback,"28,000",Manual,1,1st Owner,Honda,Honda Jazz,2018,1341,1.2 VX i VTEC,₹ 8.25 Lakh,Aug 2018,Comprehensive,Petrol,5,KA55,First Owner,1199 cc,2018.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",18.7 kmpl,"Silver, i-VTEC Petrol Engine, 1199, 88.7bhp@6000rpm, 110Nm@4800rpm, 4, 4, SOHC, PGM - Fi, No, No",88.7bhp,110Nm,"3955mm, 1694mm, 1544mm, 2530mm, 1042kg","5 Speed, FWD, 5, Power, 5.1 meters, Disc, Drum, 172 Kmph, 13.7 Seconds, Tubeless,Radial, 15, 5, 354-litres",15
Hatchback,"40,000",Manual,3,3rd Owner,Maruti,Maruti Wagon R,2008,4339,LXI Minor,₹ 2.50 Lakh,May 2008,Comprehensive,Petrol,5,KA02,Third Owner,1061 cc,2008.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks",18.9 kmpl,"Silver, FC Petrol Engine, 1061, 67bhp@6200rpm, 84Nm@3500rpm, 3, 4, MPFI, No, No",67bhp,84Nm,"3595mm, 1475mm, 1700mm, 2400mm, 1295mm, 1290mm, 870kg, 1350kg","5 Speed, FWD, 5, Power, 4.6metres, Ventilated Disc, Drum, Tubeless, Radial, 13, 4",13
SUV,"26,000",Automatic,1,1st Owner,Hyundai,Hyundai Venue,2020,7681,SX Plus Turbo DCT,₹ 12.95 Lakh,Aug 2020,Comprehensive,Petrol,5,KA03,First Owner,998 cc,2020.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",18.15 kmpl,"White, Kappa 1.0 L Turbo GDi Petrol, 998, 118.35bhp@6000rpm, 172Nm@1500-4000rpm, 3, 4, GDi, Yes",118.35bhp,172Nm,"3995 mm, 1770 mm, 1605 mm, 190mm, 2500 mm, 1440","7-Speed DCT, FWD, 5, Electric, Disc, Drum, Radial, R16, 5, 350",R16
Hatchback,"76,032",Manual,1,1st Owner,Maruti,Maruti Wagon R,2012,4350,VXI BS IV,₹ 3.29 Lakh,Dec 2012,Comprehensive,Petrol,5,KA04,First Owner,998 cc,2012.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",18.9 kmpl,"Silver, K Series Petrol Engine, 998, 67.1bhp@6200rpm, 90Nm@3500rpm, 3, 4, MPFI, No, No",67.1bhp,90Nm,"3595mm, 1495mm, 1700mm, 2400mm, 1295mm, 1290mm, 885kg, 1350kg","5 Speed, FWD, 5, Power, 4.6metres, Ventilated Disc, Drum, Tubeless, Radial, 14, 4",14
Sedan,"1,13,780",Manual,1,1st Owner,Maruti,Maruti Ciaz,2018,6552,Alpha BSIV,₹ 6.66 Lakh,Apr 2018,Comprehensive,Petrol,5,KA07,First Owner,1462 cc,2018.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",21.56 kmpl,"Blue, k15B VVT Engine, 1462, 103.25bhp@6000rpm, 138Nm@4400rpm, 4, 4, DOHC, MPFI, 74 x 85 mm, No, No",103.25bhp,138Nm,"4490 mm, 1730 mm, 1485 mm, 2650 mm, 1065, 1520 Kg","5 Speed, FWD, 5, Power, 5.4 metres, Ventilated Disc, Drum, Tubeless, Radial, 16, 4, 510-litres",16
Sedan,"24,000",Automatic,1,1st Owner,Audi,Audi A3,2019,7,35 TDI Technology,₹ 22.90 Lakh,Mar 2020,Third Party insurance,Diesel,5,HR26,First Owner,1968 cc,2019.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Rear, Anti Lock Braking System, Brake Assist, Cd Player",20.38 kmpl,"White, TDI Diesel Engine, 1968, 143bhp@3500-4000rpm, 320Nm@1750-3000rpm, 4, 4, DOHC, CRDi, 82.5 x 92.8, Yes, No",143bhp,320Nm,"4458mm, 1796mm, 1416mm, 2637mm, 1555mm, 1526mm, 1490Kg, 1890kg","6 Speed, FWD, 5, Power, 5.35 metres, Ventilated Disc, Disc, 215 kmph, 8.6 Seconds, Tubeless,Radial, 16, 4, 425",16
SUV,"65,812",Manual,2,2nd Owner,Hyundai,Hyundai Venue,2020,7687,SX Opt Diesel,₹ 10.26 Lakh,Jun 2020,Third Party,Diesel,5,KA17,Second Owner,1493 cc,2020.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",23.7 kmpl,"White, U2 CRDi Diesel, 1493, 98.6bhp@4000rpm, 240.26nm@1500-2750rpm, 4, 4, CRDi, Yes",98.6bhp,240.26nm,"3995 mm, 1770 mm, 1605 mm, 190mm, 2500 mm, 1260","6-Speed, FWD, 5, Electric, Disc, Drum, Radial, 16, 5, 350",16
SUV,"10,000",Automatic,1,1st Owner,Skoda,Skoda Kushaq,2022,9407,1.0 TSI Style AT Anniversary Edition BSVI,₹ 17 Lakh,2022,Third Party insurance,Petrol,5,KA01,First Owner,999 cc,2022.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",17.2 kmpl,"Red, 1.0 TSI Petrol Engine, 999, 113.98bhp@5000-5500rpm, 178Nm@1750-4500rpm, 3, 4, TSI, Yes",113.98bhp,178Nm,"4225mm, 1760mm, 1612mm, 155mm, 2651mm, 1245-1280 kg, 1660 kg","6-speed, FWD, 5, Electric, Disc, Drum, Tubeless, Radial, 17, 5, 385/1405",17
Hatchback,"39,959",Manual,1,1st Owner,Maruti,Maruti Baleno,2016,3969,1.2 Zeta,₹ 6.81 Lakh,Nov 2016,Zero Dep,Petrol,5,KA01,First Owner,1197 cc,2016.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",21.4 kmpl,"Orange, VVT Petrol Engine, 1197, 83.1bhp@6000rpm, 115Nm@4000rpm, 4, 4, DOHC, MPFI, No, No",83.1bhp,115Nm,"3995mm, 1745mm, 1510mm, 2520mm, 1505mm, 1515mm, 880kg, 1340kg","5 Speed, FWD, 5, Power, 4.9 meters, Disc, Drum, 180 Kmph, 12.36 seconds, Tubeless,Radial, 16, 5, 339-litres",16
SUV,"10,000",Automatic,1,1st Owner,Hyundai,Hyundai Alcazar,2022,8701,Signature 7-Seater AT,₹ 16.90 Lakh,2022,Third Party insurance,Petrol,7,KA51,First Owner,1999 cc,2022.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",14.2 kmpl,"Others, 2.0 l petrol MPi engine, 1999, 156.9bhp@6500rpm, 191nm@4500rpm, 4, 4, DOHC, Multi-point injection, No",156.9bhp,191nm,"4500mm, 1790mm, 1675mm, 2760mm, 1770","6-speed, 7, Power, Disc, Disc, Tubeless, Radial, 18, 5",18
Hatchback,"65,484",Manual,3,3rd Owner,Maruti,Maruti Alto K10,2016,10332,VXI,₹ 3.18 Lakh,Feb 2017,Third Party insurance,Petrol,5,KA50,Third Owner,998 cc,2016.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",24.39 kmpl,"Others, K10C, 998, 65.71bhp@5500rpm, 89Nm@3500rpm, 3, 4",65.71bhp,89Nm,"3530mm, 1490, 1520, 2380, 755","5 Speed, 5, Power, 4.5, Disc, Drum, Tubeless, Radial, 5, 214",
Hatchback,"49,174",Manual,1,1st Owner,Maruti,Maruti Baleno,2017,3969,1.2 Zeta,₹ 6.88 Lakh,Oct 2017,Comprehensive,Petrol,5,KA03,First Owner,1197 cc,2017.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",21.4 kmpl,"Red, VVT Petrol Engine, 1197, 83.1bhp@6000rpm, 115Nm@4000rpm, 4, 4, DOHC, MPFI, No, No",83.1bhp,115Nm,"3995mm, 1745mm, 1510mm, 2520mm, 1505mm, 1515mm, 880kg, 1340kg","5 Speed, FWD, 5, Power, 4.9 meters, Disc, Drum, 180 Kmph, 12.36 seconds, Tubeless,Radial, 16, 5, 339-litres",16
SUV,"20,000",Manual,1,1st Owner,Volkswagen,Volkswagen Taigun,2022,1981,1.0 TSI Comfortline BSVI,₹ 13 Lakh,2022,Third Party insurance,Petrol,5,,First Owner,999 cc,2022.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",20.08 kmpl,"Red, 1.0L TSI, 999, 113.98bhp@5000-5500rpm, 178Nm@1750-4500rpm, 3, 4, TSI, Yes",113.98bhp,178Nm,"4221mm, 1760mm, 1612mm, 2651mm, 1531, 1516, 1205, 1650","6-Speed, 5, Electric, 5.05, Disc, Drum, Tubeless,Radial, 5, 385",
Hatchback,"50,000",Manual,1,1st Owner,Hyundai,Hyundai i10,2009,1591,Magna 1.2,₹ 2.65 Lakh,2009,Third Party insurance,Petrol,5,KA01,First Owner,1197 cc,2009.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Manually Adjustable Exterior Rear View Mirror, Power Antenna, Centeral Locking, Day Night Rear View Mirror",20.36 kmpl,"Others, Petrol Engine, 1197, 78.9bhp@6000rpm, 111.7Nm@4000rpm, 4, 4, DOHC , MPFI, 71 x 75.6 mm, 10.5:1 , No, No",78.9bhp,111.7Nm,"3585mm, 1595mm, 1550mm, 2380mm, 1400mm, 1385mm, 930","5 Speed, FWD, 5, Power, Ventilated Disc, Drum, Tubeless,Radial, 13, 4",13
Sedan,"40,000",Automatic,2,2nd Owner,Maruti,Maruti Swift Dzire,2018,5826,AMT ZXI Plus BS IV,₹ 6.45 Lakh,2018,Third Party insurance,Petrol,5,KA01,Second Owner,1197 cc,2018.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",22 kmpl,"Others, K Series VVT Engine, 1197, 81.80bhp@6000rpm, 113Nm@4200rpm, 4, 4, DOHC, MPFI, No, No",81.80bhp,113Nm,"3995mm, 1735mm, 1515mm, 2450mm, 1530mm, 1520mm, 895kg, 1315Kg","5 Speed, FWD, 5, Electric, 4.8 metres, Ventilated Disc, Drum, 12.6 Seconds, Tubeless,Radial, 15, 4, 378",15
SUV,"30,000",Automatic,1,1st Owner,Hyundai,Hyundai Alcazar,2022,8701,Signature 7-Seater AT,₹ 20 Lakh,2022,Third Party insurance,Petrol,7,KA16,First Owner,1999 cc,2022.0,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",14.2 kmpl,"White, 2.0 l petrol MPi engine, 1999, 156.9bhp@6500rpm, 191nm@4500rpm, 4, 4, DOHC, Multi-point injection, No",156.9bhp,191nm,"4500mm, 1790mm, 1675mm, 2760mm, 1770","6-speed, 7, Power, Disc, Disc, Tubeless, Radial, 18, 5",18
